albania : albanian = argentina : argentinean -> ['argentinian', 'ecuadorian', 'argentine', 'argentinean', 'uruguayan']
albania : albanian = australia : australian -> ['australia', 'australian', 'nz', 'queensland', 'zealand']
albania : albanian = austria : austrian -> ['austrian', 'albanian', 'austria', 'croatian', 'slovenian']
albania : albanian = belarus : belorussian -> ['ukrainian', 'albanian', 'belarusian', 'azerbaijani', 'moldovan']
albania : albanian = brazil : brazilian -> ['brazilian', 'brazil', 'angolan', 'ecuadorian', 'portuguese']
albania : albanian = bulgaria : bulgarian -> ['albanian', 'bulgarian', 'serbian', 'croatian', 'macedonian']
albania : albanian = cambodia : cambodian -> ['cambodian', 'albanian', 'indonesian', 'laotian', 'vietnamese']
albania : albanian = chile : chilean -> ['ecuadorian', 'chilean', 'colombian', 'argentinian', 'peruvian']
albania : albanian = china : chinese -> ['chinese', 'indonesian', 'china', 'korean', 'vietnamese']
albania : albanian = colombia : colombian -> ['colombian', 'ecuadorian', 'colombia', 'mozambican', 'argentinian']
albania : albanian = croatia : croatian -> ['albanian', 'croatian', 'montenegrin', 'serbian', 'bosnian']
albania : albanian = denmark : danish -> ['danish', 'albanian', 'estonian', 'finnish', 'denmark']
albania : albanian = egypt : egyptian -> ['egyptian', 'albanian', 'algerian', 'egypt', 'moroccan']
albania : albanian = england : english -> ['england', 'albanian', 'irish', 'welsh', 'scottish']
albania : albanian = france : french -> ['french', 'france', 'albanian', 'belgian', 'algerian']
albania : albanian = germany : german -> ['german', 'germany', 'albanian', 'austrian', 'austrian-german']
albania : albanian = greece : greek -> ['albanian', 'greek', 'greece', 'macedonian', 'croatian']
albania : albanian = iceland : icelandic -> ['icelandic', 'albanian', 'iceland', 'estonian', 'danish']
albania : albanian = india : indian -> ['india', 'malaysian', 'bangladeshi', 'indian', 'albanian']
albania : albanian = ireland : irish -> ['irish', 'ireland', 'albanian', 'scottish', 'icelandic']
albania : albanian = israel : israeli -> ['israeli', 'israel', 'albanian', 'lebanese', 'azerbaijani']
albania : albanian = italy : italian -> ['italian', 'albanian', 'sicilian', 'italy', 'croatian']
albania : albanian = japan : japanese -> ['japanese', 'japan', 'indonesian', 'korean', 'albanian']
albania : albanian = korea : korean -> ['korean', 'vietnamese', 'korea', 'albanian', 'indonesian']
albania : albanian = macedonia : macedonian -> ['albanian', 'macedonian', 'serbian', 'montenegrin', 'croatian']
albania : albanian = malta : maltese -> ['albanian', 'malta', 'maltese', 'omani', 'montenegrin']
albania : albanian = mexico : mexican -> ['mexican', 'mexico', 'ecuadorian', 'venezuelan', 'colombian']
albania : albanian = moldova : moldovan -> ['albanian', 'moldovan', 'azerbaijani', 'romanian', 'montenegrin']
albania : albanian = netherlands : dutch -> ['netherlands', 'dutch', 'danish', 'albanian', 'estonian']
albania : albanian = norway : norwegian -> ['albanian', 'norwegian', 'estonian', 'finnish', 'danish']
albania : albanian = peru : peruvian -> ['ecuadorian', 'peruvian', 'angolan', 'mozambican', 'argentinian']
albania : albanian = poland : polish -> ['albanian', 'polish', 'lithuanian', 'croatian', 'romanian']
albania : albanian = portugal : portuguese -> ['portuguese', 'albanian', 'portugal', 'montenegrin', 'mozambican']
albania : albanian = russia : russian -> ['russian', 'albanian', 'ukrainian', 'bulgarian', 'belarusian']
albania : albanian = slovakia : slovakian -> ['albanian', 'slovak', 'czech', 'croatian', 'slovakian']
albania : albanian = spain : spanish -> ['albanian', 'spain', 'asturian', 'catalonian', 'valencian']
albania : albanian = sweden : swedish -> ['swedish', 'danish', 'finnish', 'albanian', 'estonian']
albania : albanian = switzerland : swiss -> ['switzerland', 'albanian', 'swiss-german', 'swiss', 'luxembourgish']
albania : albanian = thailand : thai -> ['thai', 'malaysian', 'indonesian', 'albanian', 'thailand']
argentina : argentinean = australia : australian -> ['argentinean', 'australian', 'australian-based', 'australian-american', 'australia-based']
argentina : argentinean = austria : austrian -> ['austrian', 'argentinean', 'austrian-german', 'austrian-american', 'austrian-born']
argentina : argentinean = belarus : belorussian -> ['argentinean', 'belarussian', 'kazakh', 'ukrainian', 'estonian']
argentina : argentinean = brazil : brazilian -> ['argentinean', 'brazilian', 'ecuadoran', 'antiguan', 'us-american']
argentina : argentinean = bulgaria : bulgarian -> ['argentinean', 'bulgarian', 'serbian', 'croatian', 'albanian']
argentina : argentinean = cambodia : cambodian -> ['cambodian', 'indonesian', 'argentinean', 'khmer', 'laotian']
argentina : argentinean = chile : chilean -> ['argentinean', 'ecuadorean', 'argentinian', 'ecuadorian', 'colombian']
argentina : argentinean = china : chinese -> ['argentinean', 'chinese', 'indonesian', 'beijing-based', 'taiwan-based']
argentina : argentinean = colombia : colombian -> ['argentinean', 'colombian', 'ecuadorean', 'argentinian', 'ecuadorian']
argentina : argentinean = croatia : croatian -> ['croatian', 'argentinean', 'slovenian', 'montenegrin', 'serbian']
argentina : argentinean = denmark : danish -> ['danish', 'argentinean', 'finnish', 'swedish', 'estonian']
argentina : argentinean = egypt : egyptian -> ['egyptian', 'argentinean', 'egypt', 'tunisian', 'anglo-canadian']
argentina : argentinean = england : english -> ['england', 'argentinean', 'england-based', 'edinburgh-based', 'english-canadian']
argentina : argentinean = france : french -> ['argentinean', 'italian-french', 'us-american', 'french', 'anglo-canadian']
argentina : argentinean = germany : german -> ['german', 'austrian-german', 'austrian', 'argentinean', 'austrian-american']
argentina : argentinean = greece : greek -> ['argentinean', 'greek', 'greece', 'nikolaos', 'albanian']
argentina : argentinean = iceland : icelandic -> ['icelandic', 'argentinean', 'iceland', 'faroese', 'antiguan']
argentina : argentinean = india : indian -> ['argentinean', 'india', 'malaysian', 'bruneian', 'indonesian']
argentina : argentinean = ireland : irish -> ['argentinean', 'irish', 'ireland', 'antiguan', 'irish-canadian']
argentina : argentinean = israel : israeli -> ['israeli', 'argentinean', 'israel', 'armenian-american', 'israeli-american']
argentina : argentinean = italy : italian -> ['argentinean', 'italian', 'italian-french', 'austrian-german', 'anglo-canadian']
argentina : argentinean = japan : japanese -> ['japanese', 'argentinean', 'japan', 'us-american', 'japan-based']
argentina : argentinean = korea : korean -> ['korean', 'argentinean', 'korea', 'us-american', 'indonesian']
argentina : argentinean = macedonia : macedonian -> ['macedonian', 'argentinean', 'macedonia', 'albanian', 'serbian']
argentina : argentinean = malta : maltese -> ['malta', 'argentinean', 'antiguan', 'ivorian', 'maltese']
argentina : argentinean = mexico : mexican -> ['argentinean', 'mexican', 'mexico', 'orleans-based', 'venezuelan']
argentina : argentinean = moldova : moldovan -> ['argentinean', 'moldovan', 'moldova', 'belarussian', 'azerbaijani']
argentina : argentinean = netherlands : dutch -> ['netherlands', 'argentinean', 'dutch', 'danish', 'ecuadoran']
argentina : argentinean = norway : norwegian -> ['norwegian', 'finnish', 'argentinean', 'estonian', 'swedish']
argentina : argentinean = peru : peruvian -> ['argentinean', 'ecuadoran', 'ecuadorean', 'peruvian', 'ecuadorian']
argentina : argentinean = poland : polish -> ['polish', 'argentinean', 'lithuanian', 'austrian-german', 'poland']
argentina : argentinean = portugal : portuguese -> ['argentinean', 'portuguese', 'portugal', 'catalonian', 'ecuadorean']
argentina : argentinean = russia : russian -> ['russian', 'argentinean', 'kazakh', 'us-american', 'bely']
argentina : argentinean = slovakia : slovakian -> ['slovak', 'argentinean', 'slovakian', 'slovenian', 'czech']
argentina : argentinean = spain : spanish -> ['argentinean', 'catalonian', 'valencian', 'ecuadoran', 'argentinian']
argentina : argentinean = sweden : swedish -> ['swedish', 'argentinean', 'finnish', 'norwegian', 'danish']
argentina : argentinean = switzerland : swiss -> ['argentinean', 'austrian-german', 'us-american', 'internationally-renowned', 'austrian-american']
argentina : argentinean = thailand : thai -> ['argentinean', 'malaysian', 'indonesian', 'thai', 'thailand']
argentina : argentinean = ukraine : ukrainian -> ['ukrainian', 'argentinean', 'kazakh', 'belarussian', 'belarusian']
australia : australian = austria : austrian -> ['austrian', 'australian', 'bavarian', 'slovenian', 'austria']
australia : australian = belarus : belorussian -> ['estonian', 'belarus', 'moldovan', 'ukrainian', 'lithuanian']
australia : australian = brazil : brazilian -> ['brazilian', 'australian', 'argentine', 'argentinian', 'ecuadorian']
australia : australian = bulgaria : bulgarian -> ['bulgarian', 'estonian', 'serbian', 'croatian', 'albanian']
australia : australian = cambodia : cambodian -> ['cambodian', 'indonesian', 'laotian', 'cambodia', 'malaysian']
australia : australian = chile : chilean -> ['chilean', 'argentine', 'ecuadorian', 'colombian', 'peruvian']
australia : australian = china : chinese -> ['australian', 'china', 'chinese', 'malaysian', 'indonesian']
australia : australian = colombia : colombian -> ['colombian', 'ecuadorian', 'peruvian', 'bolivian', 'chilean']
australia : australian = croatia : croatian -> ['croatian', 'slovenian', 'albanian', 'serbian', 'bosnian']
australia : australian = denmark : danish -> ['danish', 'swedish', 'finnish', 'estonian', 'norwegian']
australia : australian = egypt : egyptian -> ['egyptian', 'algerian', 'moroccan', 'jordanian', 'egypt']
australia : australian = england : english -> ['australian', 'england', 'irish', 'scottish', 'welsh']
australia : australian = france : french -> ['australian', 'belgian', 'french', 'monegasque', 'france']
australia : australian = germany : german -> ['german', 'austrian', 'australian', 'germany', 'finnish']
australia : australian = greece : greek -> ['estonian', 'albanian', 'greek', 'cypriot', 'croatian']
australia : australian = iceland : icelandic -> ['icelandic', 'estonian', 'norwegian', 'australian', 'finnish']
australia : australian = india : indian -> ['australian', 'india', 'malaysian', 'indian', 'indonesian']
australia : australian = ireland : irish -> ['irish', 'australian', 'ireland', 'scottish', 'welsh']
australia : australian = israel : israeli -> ['israeli', 'israel', 'lebanese', 'jordanian', 'estonian']
australia : australian = italy : italian -> ['italian', 'austrian', 'australian', 'argentine', 'italy']
