athens : greece = baghdad : iraq -> ['syria', 'iraq', 'egypt', 'mosul', 'libya']
athens : greece = bangkok : thailand -> ['thailand', 'cambodia', 'singapore', 'laos', 'malaysia']
athens : greece = beijing : china -> ['china', 'taiwan', 'mongolia', 'guangdong', 'shanghai']
athens : greece = berlin : germany -> ['germany', 'austria', 'hamburg', 'dsseldorf', 'leipzig']
athens : greece = bern : switzerland -> ['switzerland', 'solothurn', 'vaud', 'thurgau', 'aargau']
athens : greece = cairo : egypt -> ['egypt', 'syria', 'libya', 'tunisia', 'morocco']
athens : greece = canberra : australia -> ['australia', 'queensland', 'tasmania', 'brisbane', 'townsville']
athens : greece = hanoi : vietnam -> ['vietnam', 'cambodia', 'laos', 'saigon', 'thailand']
athens : greece = havana : cuba -> ['cuba', 'venezuela', 'argentina', 'spain', 'chile']
athens : greece = helsinki : finland -> ['finland', 'sweden', 'tampere', 'turku', 'denmark']
athens : greece = islamabad : pakistan -> ['pakistan', 'karachi', 'peshawar', 'lahore', 'sindh']
athens : greece = kabul : afghanistan -> ['afghanistan', 'pakistan', 'kunduz', 'jalalabad', 'gardez']
athens : greece = london : england -> ['england', 'stepney', 'lewisham', 'islington', 'ealing']
athens : greece = madrid : spain -> ['spain', 'murcia', 'portugal', 'valencia', 'valladolid']
athens : greece = moscow : russia -> ['russia', 'ukraine', 'ussr', 'belarus', 'kiev']
athens : greece = oslo : norway -> ['norway', 'sweden', 'denmark', 'trondheim', 'finland']
athens : greece = ottawa : canada -> ['canada', 'quebec', 'ontario', 'brantford', 'manitoba']
athens : greece = paris : france -> ['france', 'belgium', 'luxembourg', 'switzerland', 'marseille']
athens : greece = rome : italy -> ['italy', 'sardinia', 'sicily', 'naples', 'corsica']
athens : greece = stockholm : sweden -> ['sweden', 'denmark', 'norway', 'finland', 'gothenburg']
athens : greece = tehran : iran -> ['iran', 'isfahan', 'mashhad', 'syria', 'turkey']
athens : greece = tokyo : japan -> ['japan', 'osaka', 'hokkaid', 'nagoya', 'yokohama']
baghdad : iraq = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'vietnam', 'singapore']
baghdad : iraq = beijing : china -> ['china', 'prc', 'taiwan', 'korea', 'guangzhou']
baghdad : iraq = berlin : germany -> ['germany', 'munich', 'hamburg', 'bonn', 'leipzig']
baghdad : iraq = bern : switzerland -> ['fribourg', 'switzerland', 'vaud', 'glarus', 'aargau']
baghdad : iraq = cairo : egypt -> ['libya', 'egypt', 'lebanon', 'syria', 'tunisia']
baghdad : iraq = canberra : australia -> ['australia', 'queensland', 'brisbane', 'toowoomba', 'nsw']
baghdad : iraq = hanoi : vietnam -> ['vietnam', 'cambodia', 'laos', 'saigon', 'indochina']
baghdad : iraq = havana : cuba -> ['cuba', 'venezuela', 'nicaragua', 'colombia', 'cienfuegos']
baghdad : iraq = helsinki : finland -> ['finland', 'tampere', 'turku', 'vantaa', 'espoo']
baghdad : iraq = islamabad : pakistan -> ['pakistan', 'afghanistan', 'bangladesh', 'tajikistan', 'kuwait']
baghdad : iraq = kabul : afghanistan -> ['afghanistan', 'taliban', 'pakistan', 'afghan', 'chechnya']
baghdad : iraq = london : england -> ['croydon', 'england', 'islington', 'hackney', 'bromley']
baghdad : iraq = madrid : spain -> ['spain', 'sevilla', 'barcelona', 'castilla', 'portugal']
baghdad : iraq = moscow : russia -> ['ussr', 'russia', 'belarus', 'ukraine', 'leningrad']
baghdad : iraq = oslo : norway -> ['norway', 'trondheim', 'stavanger', 'sweden', 'troms']
baghdad : iraq = ottawa : canada -> ['canada', 'ontario', 'quebec', 'brantford', 'mississauga']
baghdad : iraq = paris : france -> ['france', 'archologique', 'contemporaine', 'librairie', 'photographie']
baghdad : iraq = rome : italy -> ['italy', 'greece', 'sulla', 'sicily', 'bologna']
baghdad : iraq = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'finland', 'gothenburg']
baghdad : iraq = tehran : iran -> ['iran', 'afghanistan', 'turkmenistan', 'kuwait', 'tajikistan']
baghdad : iraq = tokyo : japan -> ['japan', 'osaka', 'nagoya', 'sapporo', 'yokohama']
baghdad : iraq = athens : greece -> ['greece', 'macedonia', 'cyprus', 'albania', 'thessaloniki']
bangkok : thailand = beijing : china -> ['china', 'taiwan', 'guangdong', 'yunnan', 'mongolia']
bangkok : thailand = berlin : germany -> ['germany', 'leipzig', 'hamburg', 'gttingen', 'bonn']
bangkok : thailand = bern : switzerland -> ['thurgau', 'switzerland', 'glarus', 'graubnden', 'aargau']
bangkok : thailand = cairo : egypt -> ['egypt', 'libya', 'syria', 'tunisia', 'morocco']
bangkok : thailand = canberra : australia -> ['australia', 'queensland', 'tasmania', 'brisbane', 'townsville']
bangkok : thailand = hanoi : vietnam -> ['vietnam', 'laos', 'cambodia', 'binh', 'qung']
bangkok : thailand = havana : cuba -> ['cuba', 'venezuela', 'ecuador', 'peru', 'nicaragua']
bangkok : thailand = helsinki : finland -> ['finland', 'tampere', 'kuopio', 'turku', 'gothenburg']
bangkok : thailand = islamabad : pakistan -> ['pakistan', 'balochistan', 'sindh', 'tajikistan', 'bangladesh']
bangkok : thailand = kabul : afghanistan -> ['afghanistan', 'pakistan', 'laghman', 'tajikistan', 'iran']
bangkok : thailand = london : england -> ['england', 'islington', 'croydon', 'hertfordshire', 'surrey']
bangkok : thailand = madrid : spain -> ['spain', 'murcia', 'valladolid', 'zaragoza', 'extremadura']
bangkok : thailand = moscow : russia -> ['ukraine', 'russia', 'kazakhstan', 'belarus', 'novosibirsk']
bangkok : thailand = oslo : norway -> ['norway', 'sweden', 'stavanger', 'trondheim', 'denmark']
bangkok : thailand = ottawa : canada -> ['canada', 'ontario', 'saskatchewan', 'manitoba', 'quebec']
bangkok : thailand = paris : france -> ['france', 'belgium', 'luxembourg', 'rouen', 'aix-en-provence']
bangkok : thailand = rome : italy -> ['italy', 'naples', 'sicily', 'lucca', 'gaul']
bangkok : thailand = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'finland', 'gothenburg']
bangkok : thailand = tehran : iran -> ['iran', 'isfahan', 'turkmenistan', 'afghanistan', 'qom']
bangkok : thailand = tokyo : japan -> ['japan', 'hokkaid', 'osaka', 'aomori', 'hokkaido']
bangkok : thailand = athens : greece -> ['greece', 'crete', 'cyprus', 'messenia', 'macedonia']
bangkok : thailand = baghdad : iraq -> ['iraq', 'syria', 'afghanistan', 'iran', 'wasit']
beijing : china = berlin : germany -> ['germany', 'hamburg', 'leipzig', 'bonn', 'dsseldorf']
beijing : china = bern : switzerland -> ['glarus', 'switzerland', 'valais', 'basel-country', 'vaud']
beijing : china = cairo : egypt -> ['egypt', 'syria', 'libya', 'tunisia', 'lebanon']
beijing : china = canberra : australia -> ['australia', 'queensland', 'brisbane', 'tasmania', 'toowoomba']
beijing : china = hanoi : vietnam -> ['vietnam', 'laos', 'cambodia', 'saigon', 'haiphong']
beijing : china = havana : cuba -> ['cuba', 'matanzas', 'argentina', 'venezuela', 'cienfuegos']
beijing : china = helsinki : finland -> ['finland', 'gothenburg', 'turku', 'oulu', 'vaasa']
beijing : china = islamabad : pakistan -> ['pakistan', 'karachi', 'sindh', 'balochistan', 'peshawar']
beijing : china = kabul : afghanistan -> ['afghanistan', 'pakistan', 'kandahar', 'herat', 'kunduz']
beijing : china = london : england -> ['england', 'croydon', 'islington', 'liverpool', 'britain']
beijing : china = madrid : spain -> ['spain', 'murcia', 'zaragoza', 'argentina', 'andalucia']
beijing : china = moscow : russia -> ['russia', 'irkutsk', 'leningrad', 'vladivostok', 'novosibirsk']
beijing : china = oslo : norway -> ['norway', 'trondheim', 'stavanger', 'iceland', 'sweden']
beijing : china = ottawa : canada -> ['canada', 'manitoba', 'brantford', 'ontario', 'quebec']
beijing : china = paris : france -> ['france', 'marseille', 'marseilles', 'rouen', 'neuilly']
beijing : china = rome : italy -> ['italy', 'genoa', 'venice', 'sicily', 'gaul']
beijing : china = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'gothenburg', 'finland']
beijing : china = tehran : iran -> ['iran', 'isfahan', 'mashhad', 'turkey', 'pakistan']
beijing : china = tokyo : japan -> ['japan', 'nagoya', 'osaka', 'yokohama', 'hokkaid']
beijing : china = athens : greece -> ['greece', 'crete', 'cyprus', 'macedonia', 'albania']
beijing : china = baghdad : iraq -> ['iraq', 'syria', 'mosul', 'basra', 'afghanistan']
beijing : china = bangkok : thailand -> ['thailand', 'cambodia', 'laos', 'phuket', 'singapore']
berlin : germany = bern : switzerland -> ['switzerland', 'vaud', 'schwyz', 'basel-country', 'graubnden']
berlin : germany = cairo : egypt -> ['egypt', 'syria', 'libya', 'tunisia', 'lebanon']
berlin : germany = canberra : australia -> ['australia', 'brisbane', 'adelaide', 'queensland', 'toowoomba']
berlin : germany = hanoi : vietnam -> ['vietnam', 'cambodia', 'laos', 'binh', 'saigon']
berlin : germany = havana : cuba -> ['cuba', 'venezuela', 'argentina', 'peru', 'spain']
berlin : germany = helsinki : finland -> ['finland', 'tampere', 'sweden', 'denmark', 'norway']
berlin : germany = islamabad : pakistan -> ['pakistan', 'peshawar', 'sindh', 'rawalpindi', 'sheikhupura']
berlin : germany = kabul : afghanistan -> ['afghanistan', 'mazar-i-sharif', 'kandahar', 'pakistan', 'herat']
berlin : germany = london : england -> ['england', 'croydon', 'britain', 'lewisham', 'hackney']
berlin : germany = madrid : spain -> ['spain', 'portugal', 'valencia', 'zaragoza', 'murcia']
berlin : germany = moscow : russia -> ['russia', 'ukraine', 'belarus', 'ussr', 'yekaterinburg']
berlin : germany = oslo : norway -> ['norway', 'sweden', 'denmark', 'finland', 'trondheim']
berlin : germany = ottawa : canada -> ['canada', 'mississauga', 'saskatchewan', 'manitoba', 'brantford']
berlin : germany = paris : france -> ['france', 'belgium', 'switzerland', 'luxembourg', 'italy']
berlin : germany = rome : italy -> ['italy', 'sicily', 'lombardy', 'tuscany', 'genoa']
berlin : germany = stockholm : sweden -> ['sweden', 'norway', 'denmark', 'finland', 'gothenburg']
berlin : germany = tehran : iran -> ['iran', 'mashhad', 'isfahan', 'afghanistan', 'turkey']
berlin : germany = tokyo : japan -> ['japan', 'osaka', 'nagoya', 'hokkaid', 'chiba']
berlin : germany = athens : greece -> ['greece', 'cyprus', 'albania', 'italy', 'macedonia']
berlin : germany = baghdad : iraq -> ['iraq', 'syria', 'afghanistan', 'mosul', 'samarra']
