acceptable : unacceptable = aware : unaware -> ['aware', 'unaware', 'wary', 'reminded', 'afraid']
acceptable : unacceptable = certain : uncertain -> ['certain', 'unacceptable', 'particular', 'various', 'specific']
acceptable : unacceptable = clear : unclear -> ['clear', 'unacceptable', 'obvious', 'unfounded', 'ridiculous']
acceptable : unacceptable = comfortable : uncomfortable -> ['comfortable', 'uncomfortable', 'confident', 'miserable', 'contented']
acceptable : unacceptable = competitive : uncompetitive -> ['competitive', 'uncompetitive', 'competitively', 'combative', 'non-competitive']
acceptable : unacceptable = consistent : inconsistent -> ['consistent', 'inconsistent', 'unacceptable', 'consistant', 'unhelpful']
acceptable : unacceptable = convincing : unconvincing -> ['convincing', 'unconvincing', 'compelling', 'groundless', 'troubling']
acceptable : unacceptable = convenient : inconvenient -> ['convenient', 'inconvenient', 'unacceptable', 'distasteful', 'inappropriate']
acceptable : unacceptable = decided : undecided -> ['decided', 'agreed', 'forced', 'persuaded', 'refused']
acceptable : unacceptable = efficient : inefficient -> ['efficient', 'inefficient', 'wasteful', 'costly', 'cost-effective']
acceptable : unacceptable = ethical : unethical -> ['ethical', 'moral', 'ethics', 'morality', 'morals']
acceptable : unacceptable = fortunate : unfortunate -> ['fortunate', 'troublesome', 'unlucky', 'distressing', 'troubling']
acceptable : unacceptable = honest : dishonest -> ['honest', 'ignorant', 'disrespectful', 'hypocritical', 'dishonest']
acceptable : unacceptable = impressive : unimpressive -> ['impressive', 'astonishing', 'impressively', 'incredible', 'unimpressive']
acceptable : unacceptable = informative : uninformative -> ['informative', 'well-written', 'unhelpful', 'well-sourced', 'unencyclopedic']
acceptable : unacceptable = informed : uninformed -> ['informed', 'reminded', 'reassured', 'told', 'warned']
acceptable : unacceptable = known : unknown -> ['known', 'referred', 'remembered', 'colloquially', 'regarded']
acceptable : unacceptable = likely : unlikely -> ['likely', 'unlikely', 'unacceptable', 'probable', 'troublesome']
acceptable : unacceptable = logical : illogical -> ['logical', 'illogical', 'fallacious', 'logic', 'ludicrous']
acceptable : unacceptable = pleasant : unpleasant -> ['pleasant', 'rossville', 'breezy', 'churchville', 'zoar']
acceptable : unacceptable = possible : impossible -> ['possible', 'unacceptable', 'unnecessary', 'inappropriate', 'unwarranted']
acceptable : unacceptable = possibly : impossibly -> ['possibly', 'perhaps', 'probably', 'potentially', 'presumably']
acceptable : unacceptable = productive : unproductive -> ['productive', 'unproductive', 'disruptive', 'non-productive', 'destructive']
acceptable : unacceptable = rational : irrational -> ['rational', 'irrational', 'rationality', 'logical', 'irrationality']
acceptable : unacceptable = reasonable : unreasonable -> ['reasonable', 'unacceptable', 'ridiculous', 'ludicrous', 'unreasonable']
acceptable : unacceptable = responsible : irresponsible -> ['responsible', 'blamed', 'responsibility', 'uncalled', 'reprimanded']
acceptable : unacceptable = sure : unsure -> ['sure', 'afraid', 'frankly', 'think', 'apologise']
acceptable : unacceptable = tasteful : distasteful -> ['tasteful', 'provocative', 'understated', 'garish', 'in-your-face']
aware : unaware = certain : uncertain -> ['certain', 'predetermined', 'specific', 'predefined', 'pre-determined']
aware : unaware = clear : unclear -> ['clear', 'unaware', 'unclear', 'clear-cut', 'obvious']
aware : unaware = comfortable : uncomfortable -> ['comfortable', 'uncomfortable', 'cramped', 'sedate', 'luxurious']
aware : unaware = competitive : uncompetitive -> ['competitive', 'competitively', 'non-competitive', 'uncompetitive', 'mediocre']
aware : unaware = consistent : inconsistent -> ['consistent', 'inconsistent', 'consistant', 'incompatible', 'predictable']
aware : unaware = convincing : unconvincing -> ['convincing', 'compelling', 'unconvincing', 'persuasive', 'conclusive']
aware : unaware = convenient : inconvenient -> ['convenient', 'tempting', 'inconvenient', 'advantageous', 'suitable']
aware : unaware = decided : undecided -> ['decided', 'chose', 'wanted', 'persuaded', 'refused']
aware : unaware = efficient : inefficient -> ['efficient', 'inefficient', 'cost-effective', 'cost-efficient', 'energy-efficient']
aware : unaware = ethical : unethical -> ['ethical', 'moral', 'ethics', 'morality', 'epistemological']
aware : unaware = fortunate : unfortunate -> ['fortunate', 'unlucky', 'unable', 'unaware', 'unhurt']
aware : unaware = honest : dishonest -> ['honest', 'indifferent', 'ignorant', 'optimistic', 'uptight']
aware : unaware = impressive : unimpressive -> ['impressive', 'astonishing', 'unimpressive', 'abysmal', 'admirable']
aware : unaware = informative : uninformative -> ['informative', 'well-written', 'amusing', 'well-presented', 'well-referenced']
aware : unaware = informed : uninformed -> ['informed', 'unaware', 'told', 'informing', 'informs']
aware : unaware = known : unknown -> ['known', 'referred', 'remembered', 'called', 'colloquially']
aware : unaware = likely : unlikely -> ['likely', 'unlikely', 'probable', 'presumably', 'undoubtedly']
aware : unaware = logical : illogical -> ['logical', 'syllogistic', 'deductive', 'logically', 'ontological']
aware : unaware = pleasant : unpleasant -> ['pleasant', 'breezy', 'smithville', 'churchville', 'berryville']
aware : unaware = possible : impossible -> ['possible', 'tempting', 'impossible', 'unclear', 'probable']
aware : unaware = possibly : impossibly -> ['possibly', 'perhaps', 'presumably', 'probably', 'supposedly']
aware : unaware = productive : unproductive -> ['productive', 'unproductive', 'fruitful', 'non-productive', 'rewarding']
aware : unaware = rational : irrational -> ['rational', 'logical', 'rationality', 'deterministic', 'monadic']
aware : unaware = reasonable : unreasonable -> ['reasonable', 'resonable', 'sensible', 'decent', 'justifiable']
aware : unaware = responsible : irresponsible -> ['responsible', 'blamed', 'blames', 'unaware', 'responsibility']
aware : unaware = sure : unsure -> ['sure', 'unaware', 'wondering', 'unsure', 'afraid']
aware : unaware = tasteful : distasteful -> ['tasteful', 'understated', 'garish', 'minimalistic', 'cloying']
aware : unaware = acceptable : unacceptable -> ['acceptable', 'unacceptable', 'inappropriate', 'permissible', 'appropriate']
certain : uncertain = clear : unclear -> ['uncertain', 'unclear', 'clear', 'doubtful', 'debatable']
certain : uncertain = comfortable : uncomfortable -> ['uncertain', 'comfortable', 'uncomfortable', 'unclear', 'unhappy']
certain : uncertain = competitive : uncompetitive -> ['competitive', 'uncertain', 'unclear', 'doubtful', 'inconclusive']
certain : uncertain = consistent : inconsistent -> ['uncertain', 'consistent', 'unclear', 'inconsistent', 'ambiguous']
certain : uncertain = convincing : unconvincing -> ['convincing', 'uncertain', 'unclear', 'doubtful', 'unconvincing']
certain : uncertain = convenient : inconvenient -> ['uncertain', 'convenient', 'unclear', 'ambiguous', 'accurate']
certain : uncertain = decided : undecided -> ['decided', 'uncertain', 'chose', 'persuaded', 'agreed']
certain : uncertain = efficient : inefficient -> ['efficient', 'uncertain', 'inefficient', 'accurate', 'effective']
certain : uncertain = ethical : unethical -> ['uncertain', 'ethical', 'unclear', 'ambiguous', 'epistemological']
certain : uncertain = fortunate : unfortunate -> ['fortunate', 'uncertain', 'unclear', 'unlucky', 'unhappy']
certain : uncertain = honest : dishonest -> ['honest', 'uncertain', 'optimistic', 'unclear', 'ignorant']
certain : uncertain = impressive : unimpressive -> ['impressive', 'uncertain', 'unimpressive', 'astonishing', 'impressively']
certain : uncertain = informative : uninformative -> ['informative', 'uncertain', 'unclear', 'well-referenced', 'well-written']
certain : uncertain = informed : uninformed -> ['informed', 'uncertain', 'unclear', 'unaware', 'apprehensive']
certain : uncertain = known : unknown -> ['known', 'uncertain', 'unclear', 'remembered', 'regarded']
certain : uncertain = likely : unlikely -> ['uncertain', 'likely', 'unclear', 'unlikely', 'probable']
certain : uncertain = logical : illogical -> ['uncertain', 'logical', 'unclear', 'ambiguous', 'debatable']
certain : uncertain = pleasant : unpleasant -> ['pleasant', 'uncertain', 'unclear', 'churchville', 'tyringham']
certain : uncertain = possible : impossible -> ['uncertain', 'unclear', 'possible', 'doubtful', 'debatable']
certain : uncertain = possibly : impossibly -> ['possibly', 'uncertain', 'perhaps', 'unclear', 'probably']
certain : uncertain = productive : unproductive -> ['productive', 'uncertain', 'fruitful', 'unclear', 'unproductive']
certain : uncertain = rational : irrational -> ['uncertain', 'rational', 'unclear', 'parsimonious', 'ambiguous']
certain : uncertain = reasonable : unreasonable -> ['uncertain', 'unclear', 'doubtful', 'debatable', 'reasonable']
certain : uncertain = responsible : irresponsible -> ['responsible', 'uncertain', 'unclear', 'blamed', 'unknown']
certain : uncertain = sure : unsure -> ['uncertain', 'sure', 'unclear', 'unsure', 'doubtful']
certain : uncertain = tasteful : distasteful -> ['tasteful', 'uncertain', 'understated', 'evocative', 'unclear']
certain : uncertain = acceptable : unacceptable -> ['uncertain', 'acceptable', 'unclear', 'ambiguous', 'debatable']
certain : uncertain = aware : unaware -> ['aware', 'uncertain', 'unaware', 'unclear', 'unsure']
clear : unclear = comfortable : uncomfortable -> ['comfortable', 'uncomfortable', 'unclear', 'uncertain', 'unsure']
clear : unclear = competitive : uncompetitive -> ['competitive', 'uncertain', 'unclear', 'competitively', 'non-competitive']
clear : unclear = consistent : inconsistent -> ['unclear', 'uncertain', 'inconsistent', 'consistent', 'debatable']
clear : unclear = convincing : unconvincing -> ['unclear', 'uncertain', 'convincing', 'debatable', 'unconvincing']
