athens : greece = baghdad : iraq -> ['syria', 'afghanistan', 'libya', 'iran', 'chechnya']
athens : greece = bangkok : thailand -> ['thailand', 'kyrgyzstan', 'cambodia', 'indonesia', 'myanmar']
athens : greece = beijing : china -> ['china', 'kyrgyzstan', 'ethiopia', 'iran', 'thailand']
athens : greece = berlin : germany -> ['germany', 'belgium', 'italy', 'switzerland', 'hungary']
athens : greece = bern : switzerland -> ['rumania', 'hungary', 'belgium', 'italy', 'germany']
athens : greece = cairo : egypt -> ['syria', 'egypt', 'arabia', 'iran', 'italy']
athens : greece = canberra : australia -> ['tasmania', 'australia', 'australasia', 'vanuatu', 'belgium']
athens : greece = hanoi : vietnam -> ['iran', 'kyrgyzstan', 'syria', 'thailand', 'moldova']
athens : greece = havana : cuba -> ['venezuela', 'italy', 'surinam', 'cuba', 'corsica']
athens : greece = helsinki : finland -> ['belgium', 'moldova', 'slovakia', 'latvia', 'rumania']
athens : greece = islamabad : pakistan -> ['kyrgyzstan', 'pakistan', 'uzbekistan', 'tajikistan', 'thailand']
athens : greece = kabul : afghanistan -> ['syria', 'afghanistan', 'chechnya', 'somalia', 'kyrgyzstan']
athens : greece = london : england -> ['italy', 'germany', 'britain', 'belgium', 'australasia']
athens : greece = madrid : spain -> ['italy', 'belgium', 'venezuela', 'uruguay', 'portugal']
athens : greece = moscow : russia -> ['russia', 'moldova', 'romania', 'kazakhstan', 'bulgaria']
athens : greece = oslo : norway -> ['slovakia', 'belgium', 'moldova', 'slovenia', 'latvia']
athens : greece = ottawa : canada -> ['canada', 'saskatchewan', 'toronto', 'belgium', 'senegal']
athens : greece = paris : france -> ['italy', 'belgium', 'rumania', 'germany', 'france']
athens : greece = rome : italy -> ['egypt', 'italy', 'persia', 'syria', 'libya']
athens : greece = stockholm : sweden -> ['italy', 'belgium', 'sweden', 'denmark', 'iceland']
athens : greece = tehran : iran -> ['iran', 'kyrgyzstan', 'arabia', 'somalia', 'thailand']
athens : greece = tokyo : japan -> ['japan', 'germany', 'italy', 'hokkaido', 'taiwan']
baghdad : iraq = bangkok : thailand -> ['afghanistan', 'vietnam', 'cambodia', 'chechnya', 'qatar']
baghdad : iraq = beijing : china -> ['vietnam', 'china', 'iran', 'korea', 'afghanistan']
baghdad : iraq = berlin : germany -> ['germany', 'czechoslovakia', 'belgium', 'czechia', 'hamburg']
baghdad : iraq = bern : switzerland -> ['brandenburg-prussia', 'rumania', 'denmark-norway', 'obwalden', 'bosnia-herzegovina']
baghdad : iraq = cairo : egypt -> ['iran', 'afghanistan', 'syria', 'morocco', 'algeria']
baghdad : iraq = canberra : australia -> ['tasmania', 'rhodesia', 'australia', 'nsw', 'sydney']
baghdad : iraq = hanoi : vietnam -> ['vietnam', 'afghanistan', 'iran', 'korea', 'bosnia-herzegovina']
baghdad : iraq = havana : cuba -> ['cuba', 'haiti', 'aruba', 'nicaragua', 'hong-kong']
baghdad : iraq = helsinki : finland -> ['bosnia-herzegovina', 'belorussia', 'slovenia', 'uzbekistan', 'kazakhstan']
baghdad : iraq = islamabad : pakistan -> ['afghanistan', 'qatar', 'tajikistan', 'bosnia-herzegovina', 'turkmenistan']
baghdad : iraq = kabul : afghanistan -> ['afghanistan', 'chechnya', 'syria', 'iran', 'somalia']
baghdad : iraq = london : england -> ['africa', 'england', 'latin-america', 'merseyside', 'australasia']
baghdad : iraq = madrid : spain -> ['barcelona', 'nicaragua', 'cuba', 'timor-leste', 'bolivia']
baghdad : iraq = moscow : russia -> ['iran', 'kazakhstan', 'afghanistan', 'russia', 'romania']
baghdad : iraq = oslo : norway -> ['slovenia', 'bosnia-herzegovina', 'namibia', 'slovakia', 'afghanistan']
baghdad : iraq = ottawa : canada -> ['toronto', 'edmonton', 'saskatchewan', 'canada', 'calgary']
baghdad : iraq = paris : france -> ['italy', 'rumania', 'latin-america', 'france', 'belgium']
baghdad : iraq = rome : italy -> ['egypt', 'libya', 'syria', 'italy', 'denmark-norway']
baghdad : iraq = stockholm : sweden -> ['slovenia', 'sweden', 'bosnia-herzegovina', 'andorra', 'belorussia']
baghdad : iraq = tehran : iran -> ['iran', 'afghanistan', 'somalia', 'chechnya', 'kazakhstan']
baghdad : iraq = tokyo : japan -> ['korea', 'vietnam', 'afghanistan', 'japan', 'hokkaido']
baghdad : iraq = athens : greece -> ['greece', 'albania', 'lithuania', 'denmark-norway', 'bosnia-herzegovina']
bangkok : thailand = beijing : china -> ['ethiopia', 'laos', 'china', 'uzbekistan', 'finland']
bangkok : thailand = berlin : germany -> ['germany', 'switzerland', 'belgium', 'ukraine', 'hungary']
bangkok : thailand = bern : switzerland -> ['denmark-norway', 'brandenburg-prussia', 'hungary', 'rumania', 'austro-hungary']
bangkok : thailand = cairo : egypt -> ['ethiopia', 'peru', 'egypt', 'abyssinia', 'iran']
bangkok : thailand = canberra : australia -> ['tasmania', 'queensland', 'australia', 'vanuatu', 'fiji']
bangkok : thailand = hanoi : vietnam -> ['ethiopia', 'uzbekistan', 'iran', 'tajikistan', 'turkmenistan']
bangkok : thailand = havana : cuba -> ['peru', 'surinam', 'chile', 'ecuador', 'suriname']
bangkok : thailand = helsinki : finland -> ['finland', 'uzbekistan', 'belarus', 'denmark', 'latvia']
bangkok : thailand = islamabad : pakistan -> ['tajikistan', 'uzbekistan', 'turkmenistan', 'bangladesh', 'kyrgyzstan']
bangkok : thailand = kabul : afghanistan -> ['tajikistan', 'ethiopia', 'transjordan', 'zaire', 'syria']
bangkok : thailand = london : england -> ['england', 'scotland', 'italy', 'africa', 'australasia']
bangkok : thailand = madrid : spain -> ['peru', 'chile', 'ecuador', 'argentina', 'spain']
bangkok : thailand = moscow : russia -> ['russia', 'kazakhstan', 'ukraine', 'uzbekistan', 'belarus']
bangkok : thailand = oslo : norway -> ['slovenia', 'finland', 'denmark', 'sweden', 'slovakia']
bangkok : thailand = ottawa : canada -> ['denmark', 'saskatchewan', 'senegal', 'winnipeg', 'zambia']
bangkok : thailand = paris : france -> ['italy', 'switzerland', 'belgium', 'peru', 'france']
bangkok : thailand = rome : italy -> ['egypt', 'greece', 'ethiopia', 'italy', 'assyria']
bangkok : thailand = stockholm : sweden -> ['denmark', 'sweden', 'finland', 'iceland', 'switzerland']
bangkok : thailand = tehran : iran -> ['iran', 'uzbekistan', 'ethiopia', 'tajikistan', 'kyrgyzstan']
bangkok : thailand = tokyo : japan -> ['japan', 'korea', 'hokkaido', 'ethiopia', 'taiwan']
bangkok : thailand = athens : greece -> ['greece', 'denmark', 'finland', 'lithuania', 'russia']
bangkok : thailand = baghdad : iraq -> ['ethiopia', 'libya', 'syria', 'iran', 'tajikistan']
beijing : china = berlin : germany -> ['germany', 'africa', 'czechia', 'rumania', 'abyssinia']
beijing : china = bern : switzerland -> ['denmark-norway', 'brandenburg-prussia', 'rumania', 'poland-lithuania', 'khazaria']
beijing : china = cairo : egypt -> ['egypt', 'abyssinia', 'phoenicia', 'persia', 'iran']
beijing : china = canberra : australia -> ['australia', 'tasmania', 'queensland', 'rhodesia', 'africa']
beijing : china = hanoi : vietnam -> ['korea', 'iran', 'cambodia', 'sundaland', 'mongolia']
beijing : china = havana : cuba -> ['cuba', 'jamaica', 'abyssinia', 'chile', 'haiti']
beijing : china = helsinki : finland -> ['fennoscandia', 'tatarstan', 'rumania', 'buryatia', 'bosnia-herzegovina']
beijing : china = islamabad : pakistan -> ['pakistan', 'sundaland', 'baluchistan', 'nigeria', 'cambodia']
beijing : china = kabul : afghanistan -> ['afghanistan', 'egypt', 'chechnya', 'abyssinia', 'syria']
beijing : china = london : england -> ['africa', 'england', 'australia', 'hertfordshire', 'australasia']
beijing : china = madrid : spain -> ['chile', 'argentina', 'peru', 'spain', 'guatemala']
beijing : china = moscow : russia -> ['russia', 'armenia', 'kazakhstan', 'iran', 'tatarstan']
beijing : china = oslo : norway -> ['iceland', 'fennoscandia', 'denmark', 'rumania', 'slovenia']
beijing : china = ottawa : canada -> ['toronto', 'calgary', 'winnipeg', 'manitoba', 'saskatchewan']
beijing : china = paris : france -> ['italy', 'rumania', 'provence', 'occitania', 'egypt']
beijing : china = rome : italy -> ['egypt', 'persia', 'byzantium', 'babylonia', 'gaul']
beijing : china = stockholm : sweden -> ['fennoscandia', 'denmark', 'iceland', 'småland', 'uppland']
beijing : china = tehran : iran -> ['iran', 'egypt', 'korea', 'yemen', 'phoenicia']
beijing : china = tokyo : japan -> ['japan', 'korea', 'hokkaido', 'hokkaidō', 'osaka']
beijing : china = athens : greece -> ['greece', 'phoenicia', 'egypt', 'denmark', 'babylonia']
beijing : china = baghdad : iraq -> ['manchuria', 'syria', 'afghanistan', 'cambodia', 'iran']
beijing : china = bangkok : thailand -> ['cambodia', 'thailand', 'sundaland', 'korea', 'indonesia']
berlin : germany = bern : switzerland -> ['hungary', 'austria', 'denmark-norway', 'italy', 'brandenburg-prussia']
berlin : germany = cairo : egypt -> ['iran', 'italy', 'morocco', 'syria', 'bulgaria']
berlin : germany = canberra : australia -> ['geelong', 'australia', 'tasmania', 'korea', 'nigeria']
berlin : germany = hanoi : vietnam -> ['iran', 'korea', 'bulgaria', 'china', 'mongolia']
berlin : germany = havana : cuba -> ['cuba', 'italy', 'morocco', 'spain', 'brazil']
berlin : germany = helsinki : finland -> ['bulgaria', 'finland', 'italy', 'slovakia', 'hungary']
berlin : germany = islamabad : pakistan -> ['nigeria', 'pakistan', 'turkmenistan', 'tajikistan', 'kazakhstan']
berlin : germany = kabul : afghanistan -> ['syria', 'afghanistan', 'iran', 'chechnya', 'transjordan']
berlin : germany = london : england -> ['italy', 'england', 'japan', 'britain', 'hungary']
berlin : germany = madrid : spain -> ['spain', 'italy', 'argentina', 'portugal', 'cuba']
berlin : germany = moscow : russia -> ['russia', 'bulgaria', 'romania', 'hungary', 'kazakhstan']
berlin : germany = oslo : norway -> ['finland', 'hungary', 'sweden', 'slovakia', 'romania']
berlin : germany = ottawa : canada -> ['canada', 'denmark', 'bulgaria', 'geelong', 'toronto']
berlin : germany = paris : france -> ['italy', 'france', 'spain', 'belgium', 'austria']
berlin : germany = rome : italy -> ['italy', 'egypt', 'greece', 'persia', 'spain']
berlin : germany = stockholm : sweden -> ['italy', 'sweden', 'denmark', 'finland', 'hungary']
berlin : germany = tehran : iran -> ['iran', 'italy', 'kazakhstan', 'bulgaria', 'china']
berlin : germany = tokyo : japan -> ['japan', 'korea', 'italy', 'china', 'spain']
berlin : germany = athens : greece -> ['greece', 'denmark', 'bulgaria', 'spain', 'hungary']
berlin : germany = baghdad : iraq -> ['syria', 'iran', 'libya', 'afghanistan', 'iraq']
berlin : germany = bangkok : thailand -> ['thailand', 'china', 'korea', 'nigeria', 'iran']
