boy : girl = brother : sister -> ['stepbrother', 'half-brother', 'half-sister', 'niece', 'sister']
boy : girl = brothers : sisters -> ['sisters', 'siblings', 'sons', 'stepsisters', 'stepbrothers']
boy : girl = dad : mom -> ['mom', 'mum', 'grandmother', 'dads', 'mother']
boy : girl = father : mother -> ['mother', 'grandmother', 'grandfather', 'parents', 'stepfather']
boy : girl = grandfather : grandmother -> ['grandmother', 'father', 'great-grandfather', 'niece', 'aunt']
boy : girl = grandpa : grandma -> ['grandma', 'smurfette', 'auntie', 'trixie', 'granddad']
boy : girl = grandson : granddaughter -> ['granddaughter', 'niece', 'great-grandson', 'nephew', 'daughter']
boy : girl = groom : bride -> ['bridegroom', 'bride', 'bridesmaids', 'bride-to-be', 'draupadi']
boy : girl = he : she -> ['she', 'it', 'slimmy', 'davydova', 'sigyn']
boy : girl = his : her -> ['her', 'their', 'my', 'your', 'xyr']
boy : girl = husband : wife -> ['fianc', 'ex-husband', 'boyfriend', 'stepmother', 'daughter-in-law']
boy : girl = king : queen -> ['queen', 'kings', 'monarch', 'princess', 'pharaoh']
boy : girl = man : woman -> ['woman', 'person', 'divorcee', 'seductress', 'villager']
boy : girl = nephew : niece -> ['niece', 'granddaughter', 'grandson', 'daughter', 'granduncle']
boy : girl = policeman : policewoman -> ['policewoman', 'woman', 'policemen', 'prostitute', 'milkman']
boy : girl = prince : princess -> ['princess', 'princesses', 'savang', 'feodora', 'asfaw']
boy : girl = son : daughter -> ['daughter', 'granddaughter', 'grandson', 'niece', 'nephew']
boy : girl = sons : daughters -> ['daughters', 'granddaughters', 'sons-in-law', 'daughter', 'grandsons']
boy : girl = stepbrother : stepsister -> ['step-sister', 'step-daughter', 'step-mother', 'stepsister', 'step-brother']
boy : girl = stepfather : stepmother -> ['stepmother', 'fiancee', 'step-father', 'step-mother', 'step-sister']
boy : girl = stepson : stepdaughter -> ['stepdaughter', 'step-daughter', 'niece', 'daughter-in-law', 'stepbrother']
boy : girl = uncle : aunt -> ['aunt', 'grandmother', 'grandfather', 'niece', 'nephew']
brother : sister = brothers : sisters -> ['sisters', 'daughters', 'siblings', 'half-sisters', 'stepdaughters']
brother : sister = dad : mom -> ['mom', 'mum', 'mother', 'sweetheart', 'dads']
brother : sister = father : mother -> ['mother', 'grandmother', 'stepmother', 'great-aunt', 'sister-in-law']
brother : sister = grandfather : grandmother -> ['grandmother', 'mother', 'sister-in-law', 'aunt', 'great-aunt']
brother : sister = grandpa : grandma -> ['grandma', 'auntie', 'roxie', 'trixie', 'granny']
brother : sister = grandson : granddaughter -> ['granddaughter', 'daughter', 'niece', 'great-granddaughter', 'half-sister']
brother : sister = groom : bride -> ['bridegroom', 'bride', 'bridesmaid', 'christening', 'bridesmaids']
brother : sister = he : she -> ['she', 'it', 'ahs', 'keckley', 'they']
brother : sister = his : her -> ['her', 'their', 'your', 'xyr', 'someones']
brother : sister = husband : wife -> ['stepmother', 'sister-in-law', 'fianc', 'daughter-in-law', 'fiance']
brother : sister = king : queen -> ['queen', 'princess', 'monarch', 'kings', 'infanta']
brother : sister = man : woman -> ['woman', 'girl', 'person', 'tomboy', 'divorcee']
brother : sister = nephew : niece -> ['niece', 'daughter', 'sister-in-law', 'granddaughter', 'half-sister']
brother : sister = policeman : policewoman -> ['policewoman', 'police', 'waitress', 'stewardess', 'schoolgirl']
brother : sister = prince : princess -> ['princess', 'infanta', 'queen', 'feodora', 'princesses']
brother : sister = son : daughter -> ['daughter', 'niece', 'half-sister', 'granddaughter', 'daughters']
brother : sister = sons : daughters -> ['daughters', 'granddaughters', 'daughter', 'sisters', 'half-sisters']
brother : sister = stepbrother : stepsister -> ['step-sister', 'stepsister', 'step-daughter', 'sister-in-law', 'half-sister']
brother : sister = stepfather : stepmother -> ['stepmother', 'sister-in-law', 'mother', 'step-sister', 'great-aunt']
brother : sister = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'half-sister', 'step-daughter', 'niece']
brother : sister = uncle : aunt -> ['aunt', 'grandmother', 'niece', 'sister-in-law', 'half-sister']
brother : sister = boy : girl -> ['girl', 'schoolgirl', 'girls', 'tomboy', 'waif']
brothers : sisters = dad : mom -> ['mom', 'mother', 'mum', 'grandmother', 'dads']
brothers : sisters = father : mother -> ['mother', 'grandmother', 'stepmother', 'great-aunt', 'sister-in-law']
brothers : sisters = grandfather : grandmother -> ['grandmother', 'niece', 'granddaughter', 'mother', 'great-aunt']
brothers : sisters = grandpa : grandma -> ['smurfette', 'grandma', 'kaylie', 'aberlin', 'morticia']
brothers : sisters = grandson : granddaughter -> ['granddaughter', 'niece', 'great-granddaughter', 'grand-daughter', 'daughter']
brothers : sisters = groom : bride -> ['bridegroom', 'prioress', 'newlyweds', 'bride', 'ladies-in-waiting']
brothers : sisters = he : she -> ['she', 'oerip', 'squanto', 'prejean', 'keckley']
brothers : sisters = his : her -> ['her', 'their', 'lfgifu', 'my', 'branwell']
brothers : sisters = husband : wife -> ['stepmother', 'daughter-in-law', 'sister-in-law', 'fianc', 'mother-in-law']
brothers : sisters = king : queen -> ['queen', 'princess', 'prioress', 'liliuokalani', 'adulyadej']
brothers : sisters = man : woman -> ['woman', 'girl', 'person', 'schoolgirl', 'shepherdess']
brothers : sisters = nephew : niece -> ['niece', 'granddaughter', 'sister-in-law', 'great-granddaughter', 'grand-daughter']
brothers : sisters = policeman : policewoman -> ['policewoman', 'schoolgirl', 'schoolteacher', 'housemaid', 'governess']
brothers : sisters = prince : princess -> ['princess', 'electress', 'feodora', 'margravine', 'vadhana']
brothers : sisters = son : daughter -> ['daughter', 'granddaughter', 'niece', 'daughters', 'half-sister']
brothers : sisters = sons : daughters -> ['daughters', 'granddaughters', 'nieces', 'half-sisters', 'daughter']
brothers : sisters = stepbrother : stepsister -> ['step-daughter', 'step-sister', 'stepsister', 'step-mother', 'sister-in-law']
brothers : sisters = stepfather : stepmother -> ['stepmother', 'sister-in-law', 'step-mother', 'great-aunt', 'mother']
brothers : sisters = stepson : stepdaughter -> ['stepdaughter', 'step-daughter', 'niece', 'sister-in-law', 'half-sister']
brothers : sisters = uncle : aunt -> ['aunt', 'grandmother', 'niece', 'great-aunt', 'granddaughter']
brothers : sisters = boy : girl -> ['girl', 'schoolgirl', 'girls', 'woman', 'waif']
brothers : sisters = brother : sister -> ['sister', 'half-sister', 'niece', 'granddaughter', 'sister-in-law']
dad : mom = father : mother -> ['mother', 'grandmother', 'grandfather', 'mother-in-law', 'step-mother']
dad : mom = grandfather : grandmother -> ['grandmother', 'great-grandfather', 'granddaughter', 'nephew', 'niece']
dad : mom = grandpa : grandma -> ['grandma', 'lyla', 'sweetie', 'granddad', 'auntie']
dad : mom = grandson : granddaughter -> ['granddaughter', 'nephew', 'great-grandson', 'niece', 'grandnephew']
dad : mom = groom : bride -> ['bridegroom', 'bride', 'bridesmaids', 'grooms', 'eilonwy']
dad : mom = he : she -> ['she', 'kosilek', 'unca', 'keckley', 'gourry']
dad : mom = his : her -> ['her', 'their', 'xyr', 'my', 'your']
dad : mom = husband : wife -> ['ex-husband', 'fianc', 'boyfriend', 'daughter-in-law', 'mother-in-law']
dad : mom = king : queen -> ['queen', 'adulyadej', 'princess', 'prince', 'kings']
dad : mom = man : woman -> ['woman', 'girl', 'person', 'seductress', 'wench']
dad : mom = nephew : niece -> ['granddaughter', 'niece', 'half-brother', 'grandson', 'granduncle']
dad : mom = policeman : policewoman -> ['policewoman', 'schoolteacher', 'waitress', 'prostitute', 'policemen']
dad : mom = prince : princess -> ['princess', 'hrh', 'savang', 'asfaw', 'vadhana']
dad : mom = son : daughter -> ['daughter', 'half-brother', 'granddaughter', 'nephew', 'grandson']
dad : mom = sons : daughters -> ['daughters', 'siblings', 'granddaughters', 'grandsons', 'stepsons']
dad : mom = stepbrother : stepsister -> ['step-sister', 'step-mother', 'step-daughter', 'stepsister', 'step-brother']
dad : mom = stepfather : stepmother -> ['stepmother', 'step-mother', 'step-father', 'step-sister', 'sister-in-law']
dad : mom = stepson : stepdaughter -> ['stepdaughter', 'step-daughter', 'step-son', 'step-sister', 'daughter-in-law']
dad : mom = uncle : aunt -> ['nephew', 'aunt', 'grandfather', 'half-brother', 'grandmother']
dad : mom = boy : girl -> ['girl', 'girls', 'kitten', 'schoolgirl', 'tearaway']
dad : mom = brother : sister -> ['half-brother', 'nephew', 'stepbrother', 'half-sister', 'brother-in-law']
dad : mom = brothers : sisters -> ['sisters', 'siblings', 'stepbrothers', 'half-brothers', 'half-sisters']
father : mother = grandfather : grandmother -> ['grandmother', 'aunt', 'great-grandmother', 'niece', 'great-aunt']
father : mother = grandpa : grandma -> ['grandma', 'auntie', 'granddad', 'grandad', 'kaylie']
father : mother = grandson : granddaughter -> ['granddaughter', 'niece', 'daughter', 'great-granddaughter', 'great-grandson']
father : mother = groom : bride -> ['bridegroom', 'bride', 'bridesmaids', 'bride-to-be', 'kunti']
father : mother = he : she -> ['she', 'keckley', 'they', 'skyla', 'sigyn']
father : mother = his : her -> ['her', 'their', 'your', 'my', 'xyr']
father : mother = husband : wife -> ['mother-in-law', 'stepmother', 'daughter-in-law', 'sister-in-law', 'stepsister']
father : mother = king : queen -> ['queen', 'kings', 'princess', 'monarch', 'liliuokalani']
father : mother = man : woman -> ['woman', 'girl', 'person', 'wench', 'seductress']
father : mother = nephew : niece -> ['niece', 'granddaughter', 'daughter', 'sister-in-law', 'daughter-in-law']
father : mother = policeman : policewoman -> ['policewoman', 'schoolgirl', 'prostitute', 'housemaid', 'milkman']
father : mother = prince : princess -> ['princess', 'princesses', 'feodora', 'electress', 'savang']
father : mother = son : daughter -> ['daughter', 'granddaughter', 'niece', 'stepdaughter', 'grandchild']
father : mother = sons : daughters -> ['daughters', 'granddaughters', 'half-sisters', 'daughter', 'siblings']
father : mother = stepbrother : stepsister -> ['step-sister', 'stepsister', 'step-daughter', 'step-mother', 'sister-in-law']
father : mother = stepfather : stepmother -> ['stepmother', 'sister-in-law', 'mother-in-law', 'step-mother', 'step-sister']
father : mother = stepson : stepdaughter -> ['stepdaughter', 'sister-in-law', 'step-daughter', 'niece', 'daughter-in-law']
father : mother = uncle : aunt -> ['aunt', 'grandmother', 'niece', 'great-aunt', 'great-grandmother']
father : mother = boy : girl -> ['girl', 'schoolgirl', 'girls', 'woman', 'tomboy']
father : mother = brother : sister -> ['sister', 'half-sister', 'sister-in-law', 'niece', 'daughter']
father : mother = brothers : sisters -> ['sisters', 'siblings', 'half-sisters', 'daughters', 'aunts']
father : mother = dad : mom -> ['mom', 'mum', 'grandmother', 'dads', 'aunt']
grandfather : grandmother = grandpa : grandma -> ['grandma', 'granddad', 'auntie', 'grandad', 'trixie']
grandfather : grandmother = grandson : granddaughter -> ['granddaughter', 'niece', 'half-sister', 'great-grandmother', 'daughter-in-law']
grandfather : grandmother = groom : bride -> ['bridegroom', 'bride', 'housekeeper', 'bride-to-be', 'bridesmaids']
grandfather : grandmother = he : she -> ['she', 'keckley', 'skyla', 'budnick', 'perdy']
grandfather : grandmother = his : her -> ['her', 'their', 'your', 'my', 'someones']
grandfather : grandmother = husband : wife -> ['mother-in-law', 'stepmother', 'fianc', 'boyfriend', 'daughter-in-law']
grandfather : grandmother = king : queen -> ['queen', 'princess', 'kings', 'monarch', 'liliuokalani']
grandfather : grandmother = man : woman -> ['woman', 'girl', 'schoolgirl', 'person', 'seductress']
grandfather : grandmother = nephew : niece -> ['niece', 'sister-in-law', 'granddaughter', 'daughter-in-law', 'half-sister']
grandfather : grandmother = policeman : policewoman -> ['policewoman', 'prostitute', 'waitress', 'schoolgirl', 'barmaid']
grandfather : grandmother = prince : princess -> ['princess', 'duchess', 'mrtha', 'feodora', 'princesses']
grandfather : grandmother = son : daughter -> ['daughter', 'niece', 'granddaughter', 'half-sister', 'daughter-in-law']
grandfather : grandmother = sons : daughters -> ['daughters', 'granddaughters', 'half-sisters', 'siblings', 'stepdaughters']
grandfather : grandmother = stepbrother : stepsister -> ['stepsister', 'step-sister', 'step-mother', 'great-aunt', 'step-daughter']
grandfather : grandmother = stepfather : stepmother -> ['stepmother', 'mother-in-law', 'step-mother', 'sister-in-law', 'stepsister']
grandfather : grandmother = stepson : stepdaughter -> ['stepdaughter', 'step-sister', 'sister-in-law', 'step-daughter', 'stepsister']
grandfather : grandmother = uncle : aunt -> ['aunt', 'mother-in-law', 'great-aunt', 'grandma', 'great-grandmother']
grandfather : grandmother = boy : girl -> ['girl', 'schoolgirl', 'babysitter', 'girls', 'tomboy']
grandfather : grandmother = brother : sister -> ['half-sister', 'stepsister', 'sister', 'sister-in-law', 'mother-in-law']
grandfather : grandmother = brothers : sisters -> ['sisters', 'siblings', 'stepsisters', 'aunts', 'half-sisters']
grandfather : grandmother = dad : mom -> ['mom', 'mum', 'mother', 'aunt', 'grandma']
grandfather : grandmother = father : mother -> ['mother', 'aunt', 'mother-in-law', 'stepmother', 'parents']
grandpa : grandma = grandson : granddaughter -> ['granddaughter', 'niece', 'great-grandson', 'nephew', 'daughter']
grandpa : grandma = groom : bride -> ['bridegroom', 'bride', 'bridesmaids', 're-marriage', 'draupadi']
grandpa : grandma = he : she -> ['she', 'it', 'keckley', 'there', 'urechia']
grandpa : grandma = his : her -> ['her', 'my', 'your', 'someones', 'xyr']
grandpa : grandma = husband : wife -> ['ex-husband', 'fianc', 'boyfriend', 'mother-in-law', 'spouse']
grandpa : grandma = king : queen -> ['queen', 'kings', 'monarch', 'kingdom', 'adulyadej']
grandpa : grandma = man : woman -> ['woman', 'person', 'girl', 'wench', 'gentleman']
grandpa : grandma = nephew : niece -> ['niece', 'grandson', 'granddaughter', 'son-in-law', 'half-brother']
grandpa : grandma = policeman : policewoman -> ['policewoman', 'policemen', 'shoplifter', 'shopkeeper', 'firefighter']
grandpa : grandma = prince : princess -> ['princess', 'princes', 'mrtha', 'feodora', 'consort']
grandpa : grandma = son : daughter -> ['daughter', 'grandson', 'half-brother', 'sons', 'niece']
grandpa : grandma = sons : daughters -> ['daughters', 'siblings', 'granddaughters', 'nephews', 'grandchildren']
grandpa : grandma = stepbrother : stepsister -> ['stepsister', 'step-daughter', 'step-sister', 'step-brother', 'step-mother']
grandpa : grandma = stepfather : stepmother -> ['stepmother', 'step-father', 'mother-in-law', 'sister-in-law', 'step-mother']
grandpa : grandma = stepson : stepdaughter -> ['stepdaughter', 'niece', 'step-daughter', 'daughter', 'sister-in-law']
grandpa : grandma = uncle : aunt -> ['aunt', 'grandmother', 'grandfather', 'father', 'nephew']
grandpa : grandma = boy : girl -> ['girl', 'schoolgirl', 'girls', 'woman', 'baby']
grandpa : grandma = brother : sister -> ['half-brother', 'brother-in-law', 'son', 'niece', 'daughter']
grandpa : grandma = brothers : sisters -> ['sisters', 'siblings', 'sons', 'uncles', 'brother']
grandpa : grandma = dad : mom -> ['mom', 'mum', 'mother', 'grandmother', 'dads']
grandpa : grandma = father : mother -> ['mother', 'grandmother', 'parents', 'grandfather', 'stepfather']
grandpa : grandma = grandfather : grandmother -> ['grandmother', 'father', 'great-grandfather', 'mother', 'grandparents']
grandson : granddaughter = groom : bride -> ['bridegroom', 'bridesmaids', 'bride-to-be', 'bride', 'bridesmaid']
grandson : granddaughter = he : she -> ['she', 'keckley', 'budnick', 'kosilek', 'kirchherr']
grandson : granddaughter = his : her -> ['her', 'their', 'xyr', 'my', 'your']
grandson : granddaughter = husband : wife -> ['fianc', 'ex-husband', 'mother-in-law', 'stepsister', 'daughter-in-law']
grandson : granddaughter = king : queen -> ['queen', 'princess', 'liliuokalani', 'kings', 'monarch']
grandson : granddaughter = man : woman -> ['woman', 'girl', 'seductress', 'schoolgirl', 'divorcee']
grandson : granddaughter = nephew : niece -> ['niece', 'daughter', 'sister-in-law', 'half-sister', 'stepdaughter']
grandson : granddaughter = policeman : policewoman -> ['policewoman', 'schoolgirl', 'policemen', 'shopkeeper', 'housemaid']
grandson : granddaughter = prince : princess -> ['princess', 'feodora', 'mrtha', 'hrh', 'vadhana']
grandson : granddaughter = son : daughter -> ['daughter', 'niece', 'stepdaughter', 'half-sister', 'daughters']
grandson : granddaughter = sons : daughters -> ['daughters', 'granddaughters', 'half-sisters', 'daughter', 'stepsons']
grandson : granddaughter = stepbrother : stepsister -> ['stepsister', 'step-daughter', 'step-sister', 'step-mother', 'stepdaughter']
grandson : granddaughter = stepfather : stepmother -> ['stepmother', 'stepsister', 'step-father', 'sister-in-law', 'step-sister']
grandson : granddaughter = stepson : stepdaughter -> ['stepdaughter', 'step-daughter', 'niece', 'step-sister', 'half-sister']
