albania : albanian = argentina : argentinean -> ['argentinian', 'ecuadorian', 'argentine', 'argentinean', 'uruguayan']
albania : albanian = australia : australian -> ['australian', 'nz', 'queensland', 'zealand', 'nsw']
albania : albanian = austria : austrian -> ['austrian', 'croatian', 'slovenian', 'slovak', 'czech']
albania : albanian = belarus : belorussian -> ['ukrainian', 'belarusian', 'azerbaijani', 'moldovan', 'estonian']
albania : albanian = brazil : brazilian -> ['brazilian', 'angolan', 'ecuadorian', 'portuguese', 'mozambican']
albania : albanian = bulgaria : bulgarian -> ['bulgarian', 'serbian', 'croatian', 'macedonian', 'montenegrin']
albania : albanian = cambodia : cambodian -> ['cambodian', 'indonesian', 'laotian', 'vietnamese', 'thai']
albania : albanian = chile : chilean -> ['ecuadorian', 'chilean', 'colombian', 'argentinian', 'peruvian']
albania : albanian = china : chinese -> ['chinese', 'indonesian', 'korean', 'vietnamese', 'malaysian']
albania : albanian = colombia : colombian -> ['colombian', 'ecuadorian', 'mozambican', 'argentinian', 'angolan']
albania : albanian = croatia : croatian -> ['croatian', 'montenegrin', 'serbian', 'bosnian', 'slovenian']
albania : albanian = denmark : danish -> ['danish', 'estonian', 'finnish', 'croatian', 'swedish']
albania : albanian = egypt : egyptian -> ['egyptian', 'algerian', 'moroccan', 'tunisian', 'omani']
albania : albanian = england : english -> ['irish', 'welsh', 'scottish', 'antiguan', 'english']
albania : albanian = france : french -> ['french', 'belgian', 'algerian', 'luxembourgish', 'monegasque']
albania : albanian = germany : german -> ['german', 'austrian', 'austrian-german', 'estonian', 'croatian']
albania : albanian = greece : greek -> ['greek', 'macedonian', 'croatian', 'montenegrin', 'bulgarian']
albania : albanian = iceland : icelandic -> ['icelandic', 'estonian', 'danish', 'faroese', 'finnish']
albania : albanian = india : indian -> ['malaysian', 'bangladeshi', 'indian', 'assamese', 'indonesian']
albania : albanian = ireland : irish -> ['irish', 'scottish', 'icelandic', 'montenegrin', 'welsh']
albania : albanian = israel : israeli -> ['israeli', 'lebanese', 'azerbaijani', 'azeri', 'jordanian']
albania : albanian = italy : italian -> ['italian', 'sicilian', 'croatian', 'piedmontese', 'calabrian']
albania : albanian = japan : japanese -> ['japanese', 'indonesian', 'korean', 'malaysian', 'chinese']
albania : albanian = korea : korean -> ['korean', 'vietnamese', 'indonesian', 'ossetian', 'chinese']
albania : albanian = macedonia : macedonian -> ['macedonian', 'serbian', 'montenegrin', 'croatian', 'bulgarian']
albania : albanian = malta : maltese -> ['maltese', 'omani', 'montenegrin', 'kuwaiti', 'croatian']
albania : albanian = mexico : mexican -> ['mexican', 'ecuadorian', 'venezuelan', 'colombian', 'argentinian']
albania : albanian = moldova : moldovan -> ['moldovan', 'azerbaijani', 'romanian', 'montenegrin', 'ukrainian']
albania : albanian = netherlands : dutch -> ['dutch', 'danish', 'estonian', 'belgian', 'czech']
albania : albanian = norway : norwegian -> ['norwegian', 'estonian', 'finnish', 'danish', 'swedish']
albania : albanian = peru : peruvian -> ['ecuadorian', 'peruvian', 'angolan', 'mozambican', 'argentinian']
albania : albanian = poland : polish -> ['polish', 'lithuanian', 'croatian', 'romanian', 'slovak']
albania : albanian = portugal : portuguese -> ['portuguese', 'montenegrin', 'mozambican', 'croatian', 'galician']
albania : albanian = russia : russian -> ['russian', 'ukrainian', 'bulgarian', 'belarusian', 'serbian']
albania : albanian = slovakia : slovakian -> ['slovak', 'czech', 'croatian', 'slovakian', 'slovenian']
albania : albanian = spain : spanish -> ['asturian', 'catalonian', 'valencian', 'moroccan', 'algerian']
albania : albanian = sweden : swedish -> ['swedish', 'danish', 'finnish', 'estonian', 'norwegian']
albania : albanian = switzerland : swiss -> ['swiss-german', 'swiss', 'luxembourgish', 'slovenian', 'andorran']
albania : albanian = thailand : thai -> ['thai', 'malaysian', 'indonesian', 'cambodian', 'vietnamese']
argentina : argentinean = australia : australian -> ['australian', 'australian-based', 'australian-american', 'australia-based', 'english-canadian']
argentina : argentinean = austria : austrian -> ['austrian', 'austrian-german', 'austrian-american', 'austrian-born', 'us-american']
argentina : argentinean = belarus : belorussian -> ['belarussian', 'kazakh', 'ukrainian', 'estonian', 'azerbaijani']
argentina : argentinean = brazil : brazilian -> ['brazilian', 'ecuadoran', 'antiguan', 'us-american', 'argentinian']
argentina : argentinean = bulgaria : bulgarian -> ['bulgarian', 'serbian', 'croatian', 'albanian', 'macedonian']
argentina : argentinean = cambodia : cambodian -> ['cambodian', 'indonesian', 'khmer', 'laotian', 'thai']
argentina : argentinean = chile : chilean -> ['ecuadorean', 'argentinian', 'ecuadorian', 'colombian', 'ecuadoran']
argentina : argentinean = china : chinese -> ['chinese', 'indonesian', 'beijing-based', 'taiwan-based', 'malaysian']
argentina : argentinean = colombia : colombian -> ['colombian', 'ecuadorean', 'argentinian', 'ecuadorian', 'ecuadoran']
argentina : argentinean = croatia : croatian -> ['croatian', 'slovenian', 'montenegrin', 'serbian', 'albanian']
argentina : argentinean = denmark : danish -> ['danish', 'finnish', 'swedish', 'estonian', 'us-american']
argentina : argentinean = egypt : egyptian -> ['egyptian', 'tunisian', 'anglo-canadian', 'omani', 'emirati']
argentina : argentinean = england : english -> ['england-based', 'edinburgh-based', 'english-canadian', 'antiguan', 'english-american']
argentina : argentinean = france : french -> ['italian-french', 'us-american', 'french', 'anglo-canadian', 'austrian-german']
argentina : argentinean = germany : german -> ['german', 'austrian-german', 'austrian', 'austrian-american', 'us-american']
argentina : argentinean = greece : greek -> ['greek', 'nikolaos', 'albanian', 'macedonian', 'us-american']
argentina : argentinean = iceland : icelandic -> ['icelandic', 'faroese', 'antiguan', 'estonian', 'norwegian']
argentina : argentinean = india : indian -> ['malaysian', 'bruneian', 'indonesian', 'india-based', 'us-american']
argentina : argentinean = ireland : irish -> ['irish', 'antiguan', 'irish-canadian', 'icelandic', 'english-canadian']
argentina : argentinean = israel : israeli -> ['israeli', 'armenian-american', 'israeli-american', 'australian-american', 'anglo-canadian']
argentina : argentinean = italy : italian -> ['italian', 'italian-french', 'austrian-german', 'anglo-canadian', 'milanese']
argentina : argentinean = japan : japanese -> ['japanese', 'us-american', 'japan-based', 'okinawan', 'indonesian']
argentina : argentinean = korea : korean -> ['korean', 'us-american', 'indonesian', 'beijing-based', 'australian-american']
