banana : bananas = bird : birds -> ['birds', 'seabirds', 'waterfowl', 'songbirds', 'parrots']
banana : bananas = bottle : bottles -> ['bottles', 'jugs', 'cans', 'corks', 'vials']
banana : bananas = building : buildings -> ['buildings', 'edifice', 'highrises', 'rowhouses', 'high-rises']
banana : bananas = car : cars -> ['cars', 'suv', 'truck', 'motorbikes', 'suvs']
banana : bananas = cat : cats -> ['cats', 'dogs', 'rabbits', 'dog', 'ferrets']
banana : bananas = child : children -> ['children', 'babies', 'promiscuity', 'infant', 'siblings']
banana : bananas = cloud : clouds -> ['clouds', 'stratocumulus', 'altocumulus', 'aerosols', 'halos']
banana : bananas = color : colors -> ['colour', 'colors', 'tints', 'hues', 'colouring']
banana : bananas = computer : computers -> ['computers', 'laptops', 'microcomputers', 'vcrs', 'minicomputers']
banana : bananas = cow : cows -> ['cows', 'chickens', 'sheep', 'goat', 'horses']
banana : bananas = dog : dogs -> ['dogs', 'ferrets', 'donkeys', 'puppies', 'rabbits']
banana : bananas = dollar : dollars -> ['dollars', 'rupees', 'pesos', 'euros', 'cents']
banana : bananas = donkey : donkeys -> ['donkeys', 'konga', 'frogger', 'yaks', 'turkeys']
banana : bananas = dream : dreams -> ['dreams', 'dreaming', 'nightmares', 'dreamed', 'daydreams']
banana : bananas = eagle : eagles -> ['osprey', 'falcon', 'eagles', 'aquila', 'elk']
banana : bananas = elephant : elephants -> ['elephants', 'rhinoceros', 'rhinoceroses', 'giraffes', 'camels']
banana : bananas = eye : eyes -> ['eyes', 'ear', 'eyeballs', 'gaze', 'eyesight']
banana : bananas = finger : fingers -> ['fingers', 'toes', 'fingertips', 'nails', 'eyeballs']
banana : bananas = goat : goats -> ['goats', 'sheep', 'alpacas', 'yaks', 'donkeys']
banana : bananas = hand : hands -> ['fingertips', 'fingers', 'pencils', 'victuals', 'pitchforks']
banana : bananas = horse : horses -> ['horses', 'donkeys', 'camels', 'thoroughbreds', 'cows']
banana : bananas = lion : lions -> ['leopard', 'gazelles', 'elephants', 'boar', 'lions']
banana : bananas = machine : machines -> ['machines', 'mortars', 'lathes', 'machine-guns', '4-pounder']
banana : bananas = mango : mangoes -> ['mangoes', 'pineapples', 'melons', 'apricots', 'watermelons']
banana : bananas = man : men -> ['woman', 'men', 'niggers', 'dudes', 'spinsters']
banana : bananas = melon : melons -> ['melons', 'apricots', 'avocados', 'cherries', 'watermelons']
banana : bananas = monkey : monkeys -> ['monkeys', 'rabbits', 'gerbils', 'chimps', 'hamsters']
banana : bananas = mouse : mice -> ['mice', 'rabbits', 'rodents', 'gerbils', 'mickey']
banana : bananas = onion : onions -> ['apricots', 'onions', 'watermelons', 'melons', 'chickpeas']
banana : bananas = pear : pears -> ['pomegranates', 'mangoes', 'apricots', 'figs', 'blackberries']
banana : bananas = pig : pigs -> ['pigs', 'chickens', 'rabbits', 'fowls', 'sheep']
banana : bananas = pineapple : pineapples -> ['mangoes', 'watermelons', 'pineapples', 'melons', 'apricots']
banana : bananas = rat : rats -> ['rats', 'rattus', 'rabbits', 'monkeys', 'gerbils']
banana : bananas = road : roads -> ['roads', 'highway', 'rd', 'freeway', 'roadway']
banana : bananas = snake : snakes -> ['snakes', 'rattlesnakes', 'cottonmouth', 'rhinoceroses', 'rear-fanged']
banana : bananas = woman : women -> ['girl', 'man', 'teenager', 'frenchwoman', 'englishwoman']
bird : birds = bottle : bottles -> ['bottles', 'corks', 'flasks', 'canisters', 'syringes']
bird : birds = building : buildings -> ['buildings', 'highrises', 'rowhouses', 'high-rises', 'edifice']
bird : birds = car : cars -> ['cars', 'vehicles', 'motorcycles', 'minivans', 'lorries']
bird : birds = cat : cats -> ['cats', 'rabbits', 'ferrets', 'kittens', 'dingoes']
bird : birds = child : children -> ['children', 'babies', 'kittens', 'infants', 'fetuses']
bird : birds = cloud : clouds -> ['clouds', 'stratocumulus', 'magellanic', 'cumulonimbus', 'altocumulus']
bird : birds = color : colors -> ['colour', 'colors', 'tints', 'colouration', 'gradations']
bird : birds = computer : computers -> ['computers', 'microcomputers', 'workstations', 'pcs', 'laptops']
bird : birds = cow : cows -> ['cows', 'chickens', 'goats', 'pigs', 'calves']
bird : birds = dog : dogs -> ['dogs', 'cats', 'ferrets', 'rabbits', 'gerbils']
bird : birds = dollar : dollars -> ['dollars', 'pesos', 'rupees', 'rupee', 'naira']
bird : birds = donkey : donkeys -> ['donkeys', 'rabbits', 'turkeys', 'fowls', 'giraffes']
bird : birds = dream : dreams -> ['dreams', 'terrors', 'dreaming', 'fantasies', 'nightmares']
bird : birds = eagle : eagles -> ['otters', 'merlins', 'hares', 'eagles', 'rattlesnakes']
bird : birds = elephant : elephants -> ['elephants', 'giraffes', 'rhinoceroses', 'orangutans', 'hyenas']
bird : birds = eye : eyes -> ['ear', 'eyes', 'warts', 'eyelid', 'non-humans']
bird : birds = finger : fingers -> ['fingers', 'toes', 'incisors', 'flagella', 'tendons']
bird : birds = goat : goats -> ['goats', 'alpacas', 'yaks', 'zebu', 'fowls']
bird : birds = hand : hands -> ['andalites', 'equines', 'tugging', 'lightsabers', 'cleavers']
bird : birds = horse : horses -> ['horses', 'donkeys', 'camels', 'ponies', 'thoroughbreds']
bird : birds = lion : lions -> ['gazelles', 'giraffes', 'lions', 'hyenas', 'hyraxes']
bird : birds = machine : machines -> ['machines', 'lathes', 'mortars', 'assemblers', 'contraptions']
bird : birds = mango : mangoes -> ['mangoes', 'blueberries', 'guava', 'melons', 'yams']
bird : birds = man : men -> ['woman', 'cannibals', 'men', 'brutes', 'urbanites']
bird : birds = melon : melons -> ['melons', 'persimmons', 'blackberries', 'guavas', 'radishes']
bird : birds = monkey : monkeys -> ['monkeys', 'geckos', 'shrews', 'hedgehogs', 'snakes']
bird : birds = mouse : mice -> ['mice', 'rabbits', 'skunks', 'rodents', 'voles']
bird : birds = onion : onions -> ['onions', 'radishes', 'melons', 'anchovies', 'persimmons']
bird : birds = pear : pears -> ['succulents', 'mangosteen', 'cacti', 'azaleas', 'blackberries']
bird : birds = pig : pigs -> ['pigs', 'rabbits', 'fowls', 'turkeys', 'chickens']
bird : birds = pineapple : pineapples -> ['blueberries', 'cherries', 'strawberries', 'melons', 'plums']
bird : birds = rat : rats -> ['rats', 'rattus', 'shrews', 'monkeys', 'rabbits']
bird : birds = road : roads -> ['roads', 'rd', 'motorways', 'roadways', 'footpath']
bird : birds = snake : snakes -> ['snakes', 'rattlesnakes', 'salamanders', 'newts', 'shrews']
bird : birds = woman : women -> ['girl', 'urbanites', 'noblewomen', 'women', 'schoolgirls']
bird : birds = banana : bananas -> ['yams', 'bananas', 'blueberries', 'pineapples', 'strawberries']
bottle : bottles = building : buildings -> ['buildings', 'highrises', 'edifice', 'high-rises', 'rowhouses']
bottle : bottles = car : cars -> ['cars', 'vehicles', 'motorcycles', 'roadsters', 'motorbikes']
bottle : bottles = cat : cats -> ['cats', 'dog', 'kittens', 'poodles', 'gerbils']
bottle : bottles = child : children -> ['children', 'fetuses', 'babies', 'orphans', 'infants']
bottle : bottles = cloud : clouds -> ['clouds', 'stratocumulus', 'auroras', 'monoliths', 'crystals']
bottle : bottles = color : colors -> ['colour', 'colors', 'tints', 'palettes', 'monochrome']
bottle : bottles = computer : computers -> ['computers', 'workstations', 'microcomputers', 'laptops', 'pcs']
bottle : bottles = cow : cows -> ['cows', 'chickens', 'heifers', 'goat', 'horses']
bottle : bottles = dog : dogs -> ['dogs', 'puppies', 'donkeys', 'poodles', 'dachshund']
bottle : bottles = dollar : dollars -> ['dollars', 'pesos', 'euros', 'rupees', 'naira']
bottle : bottles = donkey : donkeys -> ['donkeys', 'konga', 'carts', 'yaks', 'ponies']
bottle : bottles = dream : dreams -> ['dreams', 'visions', 'fantasies', 'nightmares', 'christmases']
bottle : bottles = eagle : eagles -> ['ansons', 'merlins', 'osprey', 'f-15', 'oh-58']
bottle : bottles = elephant : elephants -> ['elephants', 'rhinoceros', 'rhinoceroses', 'yaks', 'orangutans']
bottle : bottles = eye : eyes -> ['eyes', 'ear', 'corneas', 'eyeballs', 'microscopes']
bottle : bottles = finger : fingers -> ['fingers', 'toes', 'nails', 'tendons', 'chisels']
bottle : bottles = goat : goats -> ['goats', 'yaks', 'donkeys', 'zebu', 'alpacas']
bottle : bottles = hand : hands -> ['pencils', 'cleavers', 'dumbbells', 'trinkets', 'pitchforks']
bottle : bottles = horse : horses -> ['horses', 'donkeys', 'racehorses', 'ponies', 'mules']
bottle : bottles = lion : lions -> ['leopard', 'gazelles', 'guardant', 'elephants', 'passant']
bottle : bottles = machine : machines -> ['machines', 'machine-guns', 'lathes', 'machineguns', 'mortars']
bottle : bottles = mango : mangoes -> ['mangoes', 'guava', 'litchi', 'jackfruit', 'melons']
bottle : bottles = man : men -> ['men', 'woman', 'person', 'spinsters', 'debutantes']
bottle : bottles = melon : melons -> ['melons', 'persimmons', 'apricots', 'hazelnuts', 'radishes']
bottle : bottles = monkey : monkeys -> ['monkeys', 'geckos', 'hamsters', 'gerbils', 'aardvarks']
bottle : bottles = mouse : mice -> ['mice', 'gerbils', 'cursors', 'peromyscus', 'musculus']
bottle : bottles = onion : onions -> ['jalapeos', 'chilis', 'onions', 'scones', 'fritters']
bottle : bottles = pear : pears -> ['guava', 'blackberries', 'litchi', 'persimmons', 'mangosteen']
bottle : bottles = pig : pigs -> ['pigs', 'donkeys', 'chickens', 'turkeys', 'yaks']
bottle : bottles = pineapple : pineapples -> ['mangoes', 'watermelons', 'pecans', 'cherries', 'papayas']
bottle : bottles = rat : rats -> ['rats', 'rattus', 'norvegicus', 'mice', 'gerbils']
bottle : bottles = road : roads -> ['roads', 'rd', 'highway', 'boulevard', 'roadways']
bottle : bottles = snake : snakes -> ['snakes', 'natrix', 'cottonmouth', 'rear-fanged', 'salamanders']
bottle : bottles = woman : women -> ['women', 'girl', 'man', 'noblewomen', 'person']
bottle : bottles = banana : bananas -> ['bananas', 'coconuts', 'mangoes', 'yams', 'plantains']
bottle : bottles = bird : birds -> ['birds', 'songbirds', 'seabirds', 'fish', 'mammal']
building : buildings = car : cars -> ['cars', 'vehicles', 'motorbike', 'vehicle', 'motorcycles']
building : buildings = cat : cats -> ['cats', 'dog', 'longhaired', 'kittens', 'dogs']
building : buildings = child : children -> ['children', 'fetuses', 'kittens', 'grandchild', 'offspring']
building : buildings = cloud : clouds -> ['clouds', 'stratocumulus', 'altocumulus', 'cumulonimbus', 'monoliths']
building : buildings = color : colors -> ['colour', 'colors', 'tints', 'colours', 'hues']
building : buildings = computer : computers -> ['computers', 'workstations', 'microcomputers', 'minicomputers', 'peripherals']
building : buildings = cow : cows -> ['cows', 'sheep', 'goat', 'chickens', 'horses']
building : buildings = dog : dogs -> ['dogs', 'cat', 'cats', 'puppies', 'kennels']
building : buildings = dollar : dollars -> ['dollars', 'coins', 'pesos', 'peso', 'rupees']
building : buildings = donkey : donkeys -> ['ponies', 'konga', 'wario', 'dominoes', 'donkeys']
building : buildings = dream : dreams -> ['dreams', 'fantasies', 'nightmares', 'visions', 'terrors']
building : buildings = eagle : eagles -> ['elk', 'hawk', 'antelope', 'quail', 'otter']
building : buildings = elephant : elephants -> ['elephants', 'rhinoceros', 'rhinoceroses', 'antelopes', 'orangutan']
building : buildings = eye : eyes -> ['ear', 'eyes', 'corneas', 'scalp', 'ears']
building : buildings = finger : fingers -> ['fingers', 'toes', 'ribs', 'creases', 'tendons']
building : buildings = goat : goats -> ['goats', 'sheep', 'zebu', 'alpacas', 'yaks']
building : buildings = hand : hands -> ['foreleg', 'cheek', 'hands', 'thigh', 'lightsabers']
building : buildings = horse : horses -> ['horses', 'racehorses', 'ponies', 'thoroughbreds', 'donkeys']
building : buildings = lion : lions -> ['leopard', 'tiger', 'gazelles', 'boar', 'serpents']
building : buildings = machine : machines -> ['machines', 'machine-guns', 'lathes', 'contraptions', 'mortars']
building : buildings = mango : mangoes -> ['mangoes', 'guava', 'pineapples', 'litchi', 'cherries']
building : buildings = man : men -> ['woman', 'men', 'person', 'heiresses', 'spinsters']
building : buildings = melon : melons -> ['persimmons', 'cherries', 'melons', 'radishes', 'gooseberries']
building : buildings = monkey : monkeys -> ['monkeys', 'shrews', 'geckos', 'hamsters', 'tarantulas']
building : buildings = mouse : mice -> ['mice', 'gerbils', 'skunks', 'hamsters', 'peromyscus']
building : buildings = onion : onions -> ['onions', 'celery', 'chickpeas', 'cabbages', 'radishes']
building : buildings = pear : pears -> ['guava', 'succulents', 'cherries', 'cacti', 'persimmons']
building : buildings = pig : pigs -> ['pigs', 'sheep', 'turkeys', 'goat', 'fowls']
building : buildings = pineapple : pineapples -> ['cherries', 'pineapples', 'guava', 'pecans', 'mango']
building : buildings = rat : rats -> ['rats', 'rattus', 'shrews', 'gerbils', 'hamsters']
building : buildings = road : roads -> ['roads', 'roadways', 'footpaths', 'motorways', 'rd']
building : buildings = snake : snakes -> ['snakes', 'salamanders', 'rear-fanged', 'shrews', 'serpents']
building : buildings = woman : women -> ['women', 'girl', 'noblewomen', 'man', 'heiresses']
building : buildings = banana : bananas -> ['bananas', 'pineapples', 'yams', 'pecans', 'coconuts']
building : buildings = bird : birds -> ['birds', 'seabirds', 'songbirds', 'passerines', 'waterfowl']
building : buildings = bottle : bottles -> ['bottles', 'corks', 'jugs', 'cans', 'tins']
car : cars = cat : cats -> ['cats', 'dogs', 'poodles', 'longhaired', 'kittens']
car : cars = child : children -> ['children', 'fetuses', 'babies', 'kittens', 'pups']
car : cars = cloud : clouds -> ['clouds', 'stratocumulus', 'altocumulus', 'auroras', 'cumulonimbus']
car : cars = color : colors -> ['colour', 'colors', 'tints', 'monochrome', 'colours']
car : cars = computer : computers -> ['computers', 'microcomputers', 'minicomputers', 'workstations', 'microprocessors']
car : cars = cow : cows -> ['cows', 'zebu', 'yaks', 'heifers', 'chickens']
car : cars = dog : dogs -> ['dogs', 'puppies', 'cats', 'poodles', 'ferrets']
car : cars = dollar : dollars -> ['dollars', 'pesos', 'peso', 'rupees', 'rupee']
car : cars = donkey : donkeys -> ['konga', 'yaks', 'donkeys', 'pikmin', 'fowls']
car : cars = dream : dreams -> ['dreams', 'dreaming', 'visions', 'resurrections', 'fantasies']
car : cars = eagle : eagles -> ['merlins', 'osprey', 'haliaeetus', 'f-15', 'f-15c']
car : cars = elephant : elephants -> ['elephants', 'rhinoceroses', 'hippos', 'camels', 'giraffes']
car : cars = eye : eyes -> ['eyes', 'ear', 'corneas', 'eyelid', 'tints']
car : cars = finger : fingers -> ['fingers', 'toes', 'metacarpals', 'hairpins', 'metatarsals']
car : cars = goat : goats -> ['goats', 'zebu', 'yaks', 'alpacas', 'fowls']
car : cars = hand : hands -> ['cleavers', 'stencils', 'turnings', 'yokes', 'femurs']
car : cars = horse : horses -> ['horses', 'camels', 'donkeys', 'thoroughbreds', 'ponies']
car : cars = lion : lions -> ['leopard', 'gazelles', 'leopards', 'serpents', 'tamarins']
car : cars = machine : machines -> ['machines', 'lathes', 'machine-guns', 'quick-firing', 'shkas']
car : cars = mango : mangoes -> ['mangoes', 'guava', 'litchi', 'pineapples', 'jackfruit']
